Unnamed: 0,X,date,mes,weekday,margem,venda,desconto,outdesc,outmg
284.0,284.0,20150511.0,maio,segunda-feira,0.433647092,54445.3,1682.05,0.0,0.0
285.0,285.0,20150512.0,maio,terca-feira,0.438712333,54543.65,3049.04,0.0,0.0
286.0,286.0,20150513.0,maio,quarta-feira,0.40340921,55774.84,2307.36,0.0,0.0
287.0,287.0,20150514.0,maio,quinta-feira,0.414876306,31541.53,863.8,0.0,0.0
288.0,288.0,20150515.0,maio,sexta-feira,0.465049738,41235.45,2267.1,0.0,0.0
289.0,289.0,20150516.0,maio,sabado,0.432871773,16508.67,703.62,0.0,0.0
290.0,290.0,20150517.0,maio,domingo,0.438655147,35129.79,312.48,0.0,0.0
291.0,291.0,20150518.0,maio,segunda-feira,0.445747832,56392.73,2994.09,0.0,0.0
292.0,292.0,20150519.0,maio,terca-feira,0.46497213,79238.23,2629.35,0.0,0.0
293.0,293.0,20150520.0,maio,quarta-feira,0.450011917,77807.74,2162.17,0.0,0.0
294.0,294.0,20150521.0,maio,quinta-feira,0.428493692,77933.54,2500.588569,0.0,0.0
295.0,295.0,20150522.0,maio,sexta-feira,0.411639131,47408.85,1907.97,0.0,0.0
296.0,296.0,20150523.0,maio,sabado,0.39545559,23733.2,149.0,0.0,0.0
297.0,297.0,20150524.0,maio,domingo,0.441310715,35361.77,2304.66,0.0,0.0
298.0,298.0,20150525.0,maio,segunda-feira,0.42559114,56459.3,1949.67,0.0,0.0
299.0,299.0,20150526.0,maio,terca-feira,0.426193822,47821.69,1414.47,0.0,0.0
300.0,300.0,20150527.0,maio,quarta-feira,0.438328267,47781.29,2044.33,0.0,0.0
301.0,301.0,20150528.0,maio,quinta-feira,0.441513258,59683.92,4207.821834,0.0,0.0
302.0,302.0,20150529.0,maio,sexta-feira,0.441648902,67354.02,1511.53,0.0,0.0
303.0,303.0,20150530.0,maio,sabado,0.472268258,28165.64,2086.15,0.0,0.0
304.0,304.0,20150531.0,maio,domingo,0.408909,33082.37,616.43,0.0,0.0
305.0,305.0,20150601.0,junho,segunda-feira,0.440995577,57781.77,3475.81,0.0,0.0
306.0,306.0,20150602.0,junho,terca-feira,0.421868158,61722.2,2347.43,0.0,0.0
307.0,307.0,20150603.0,junho,quarta-feira,0.383117806,58310.42,1877.17,0.0,0.0
308.0,308.0,20150604.0,junho,quinta-feira,0.43308334,30539.08,314.0,0.0,0.0
309.0,309.0,20150605.0,junho,sexta-feira,0.437384701,70765.74,6597.25717,0.0,0.0
310.0,310.0,20150606.0,junho,sabado,0.406353522,44144.91,1854.13,0.0,0.0
311.0,311.0,20150607.0,junho,domingo,0.435097264,43181.56,3511.32,0.0,0.0
312.0,312.0,20150608.0,junho,segunda-feira,0.400497479,47884.16,1038.43,0.0,0.0
313.0,313.0,20150609.0,junho,terca-feira,0.411995722,61615.73,3999.35,0.0,0.0
314.0,314.0,20150610.0,junho,quarta-feira,0.370160541,49209.38,631.9465061,0.0,0.0
315.0,315.0,20150611.0,junho,quinta-feira,0.448022331,50960.49,4421.81,0.0,0.0
316.0,316.0,20150612.0,junho,sexta-feira,0.395735378,44573.5,1207.85,0.0,0.0
317.0,317.0,20150613.0,junho,sabado,0.423702677,44124.84,2874.1,0.0,0.0
318.0,318.0,20150614.0,junho,domingo,0.423873535,41382.69,1874.72,0.0,0.0
319.0,319.0,20150615.0,junho,segunda-feira,0.395148285,74995.26,1689.79,0.0,0.0
320.0,320.0,20150616.0,junho,terca-feira,0.382836804,56714.64,1710.77,0.0,0.0
321.0,321.0,20150617.0,junho,quarta-feira,0.403849554,55074.0,2009.05,0.0,0.0
322.0,322.0,20150618.0,junho,quinta-feira,0.433086671,83976.82,6106.8,0.0,0.0
323.0,323.0,20150619.0,junho,sexta-feira,0.427758524,49084.06,4533.92,0.0,0.0
324.0,324.0,20150620.0,junho,sabado,0.414386375,24102.45,399.21,0.0,0.0
325.0,325.0,20150621.0,junho,domingo,0.431570614,38512.25,2488.06,0.0,0.0
326.0,326.0,20150622.0,junho,segunda-feira,0.40300644,51316.51,1898.55,0.0,0.0
327.0,327.0,20150623.0,junho,terca-feira,0.407778997,62968.55,2518.74,0.0,0.0
328.0,328.0,20150624.0,junho,quarta-feira,0.451005341,63382.83,3794.41,0.0,0.0
329.0,329.0,20150625.0,junho,quinta-feira,0.413368195,52773.09,2199.44,0.0,0.0
330.0,330.0,20150626.0,junho,sexta-feira,0.44806908,47910.24,3304.87,0.0,0.0
331.0,331.0,20150627.0,junho,sabado,0.386877729,21234.24,403.65,0.0,0.0
332.0,332.0,20150628.0,junho,domingo,0.405112636,24655.52,1498.13,0.0,0.0
333.0,333.0,20150629.0,junho,segunda-feira,0.422249749,72156.32,2443.3,0.0,0.0
334.0,334.0,20150630.0,junho,terca-feira,0.431749696,65285.52,5102.11,0.0,0.0
335.0,335.0,20150701.0,julho,quarta-feira,0.482917949,66499.88,8119.455121,0.0,0.0
336.0,336.0,20150702.0,julho,quinta-feira,0.441774709,56121.85,6221.748569,0.0,0.0
337.0,337.0,20150703.0,julho,sexta-feira,0.438131067,43166.14,5425.13,0.0,0.0
338.0,338.0,20150704.0,julho,sabado,0.414694606,39549.3,3702.52,0.0,0.0
339.0,339.0,20150705.0,julho,domingo,0.451788033,38837.98,3769.28,0.0,0.0
340.0,340.0,20150706.0,julho,segunda-feira,0.442472391,61044.88,5536.33,0.0,0.0
341.0,341.0,20150707.0,julho,terca-feira,0.422227783,51054.73,3129.403658,0.0,0.0
342.0,342.0,20150708.0,julho,quarta-feira,0.500898132,114249.03,8572.42,0.0,0.0
343.0,343.0,20150709.0,julho,quinta-feira,0.4309505,66692.14,2805.60914,0.0,0.0
344.0,344.0,20150710.0,julho,sexta-feira,0.458733175,53059.37,7006.45939,0.0,0.0
345.0,345.0,20150711.0,julho,sabado,0.468156785,33916.51,5424.16313,0.0,0.0
346.0,346.0,20150712.0,julho,domingo,0.451689611,29241.2,3948.69939,0.0,0.0
347.0,347.0,20150713.0,julho,segunda-feira,0.447188836,46229.03,5272.7,0.0,0.0
348.0,348.0,20150714.0,julho,terca-feira,0.424156175,46289.45,3970.06626,0.0,0.0
349.0,349.0,20150715.0,julho,quarta-feira,0.416426183,75906.79,3814.378889,0.0,0.0
350.0,350.0,20150716.0,julho,quinta-feira,0.395392685,46769.76,3453.141769,0.0,0.0
351.0,351.0,20150717.0,julho,sexta-feira,0.384116071,40228.32,2125.3,0.0,0.0
352.0,352.0,20150718.0,julho,sabado,0.358358024,20892.39,32.65,0.0,0.0
353.0,353.0,20150719.0,julho,domingo,0.431795346,22313.77,854.88,0.0,0.0
354.0,354.0,20150720.0,julho,segunda-feira,0.393514678,49472.28,2095.79313,0.0,0.0
355.0,355.0,20150721.0,julho,terca-feira,0.359621515,30157.23,749.7431345,0.0,0.0
356.0,356.0,20150722.0,julho,quarta-feira,0.379244273,44801.82,1623.070013,0.0,0.0
357.0,357.0,20150723.0,julho,quinta-feira,0.381395491,43359.78,3443.097153,0.0,0.0
358.0,358.0,20150724.0,julho,sexta-feira,0.387822383,83283.1,4412.630146,0.0,0.0
359.0,359.0,20150725.0,julho,sabado,0.386818782,33913.35,1688.414027,0.0,0.0
360.0,360.0,20150726.0,julho,domingo,0.389438437,36155.77,3523.203918,0.0,0.0
361.0,361.0,20150727.0,julho,segunda-feira,0.39451018,43796.98,3487.843143,0.0,0.0
362.0,362.0,20150728.0,julho,terca-feira,0.48015449,71934.73,4965.29,0.0,0.0
363.0,363.0,20150729.0,julho,quarta-feira,0.446441006,124043.65,3477.950004,0.0,0.0
364.0,364.0,20150730.0,julho,quinta-feira,0.429695713,47482.53,4328.840013,0.0,0.0
365.0,365.0,20150731.0,julho,sexta-feira,0.41175942,46300.51,3378.83313,0.0,0.0
366.0,366.0,20150801.0,agosto,sabado,0.433051916,58287.78,3315.19288,0.0,0.0
367.0,367.0,20150802.0,agosto,domingo,0.437401408,58287.78,3631.24,0.0,0.0
368.0,368.0,20150803.0,agosto,segunda-feira,0.416075195,58287.78,3753.040004,0.0,0.0
369.0,369.0,20150804.0,agosto,terca-feira,0.385379138,58287.78,2523.500013,0.0,0.0
370.0,370.0,20150805.0,agosto,quarta-feira,0.389125456,58287.78,5285.936265,0.0,0.0
371.0,371.0,20150806.0,agosto,quinta-feira,0.371438327,58287.78,4415.98,0.0,0.0
372.0,372.0,20150807.0,agosto,sexta-feira,0.418108988,58287.78,3803.310997,0.0,0.0
373.0,373.0,20150808.0,agosto,sabado,0.372597177,58287.78,1764.178118,0.0,0.0
374.0,374.0,20150809.0,agosto,domingo,0.41569024,58287.78,1712.85,0.0,0.0
375.0,375.0,20150810.0,agosto,segunda-feira,0.42250359,58287.78,4604.669365,0.0,0.0
376.0,376.0,20150811.0,agosto,terca-feira,0.375647889,58287.78,3511.194353,0.0,0.0
377.0,377.0,20150812.0,agosto,quarta-feira,0.429712222,58287.78,3075.064353,0.0,0.0
378.0,378.0,20150813.0,agosto,quinta-feira,0.51316469,58287.78,29074.58595,1.0,0.0
379.0,379.0,20150814.0,agosto,sexta-feira,0.500685918,58287.78,16838.03812,0.0,0.0
380.0,380.0,20150815.0,agosto,sabado,0.373812897,58287.78,874.53,0.0,0.0
381.0,381.0,20150816.0,agosto,domingo,0.408430597,58287.78,1088.48247,0.0,0.0
382.0,382.0,20150817.0,agosto,segunda-feira,0.437045354,58287.78,5499.72219,0.0,0.0
383.0,383.0,20150818.0,agosto,terca-feira,0.396580041,58287.78,3129.898118,0.0,0.0
384.0,384.0,20150819.0,agosto,quarta-feira,0.441320276,58287.78,6034.358118,0.0,0.0
385.0,385.0,20150820.0,agosto,quinta-feira,0.370704892,58287.78,2384.578118,0.0,0.0
386.0,386.0,20150821.0,agosto,sexta-feira,0.463645167,58287.78,5376.469365,0.0,0.0
387.0,387.0,20150822.0,agosto,sabado,0.372723417,58287.78,611.05,0.0,0.0
388.0,388.0,20150823.0,agosto,domingo,0.427289592,58287.78,2679.465955,0.0,0.0
389.0,389.0,20150824.0,agosto,segunda-feira,0.412538962,58287.78,4317.2,0.0,0.0
390.0,390.0,20150825.0,agosto,terca-feira,0.3896158,58287.78,988.06,0.0,0.0
391.0,391.0,20150826.0,agosto,quarta-feira,0.400515874,58287.78,4353.41,0.0,0.0
392.0,392.0,20150827.0,agosto,quinta-feira,0.45156239,58287.78,5846.133551,0.0,0.0
393.0,393.0,20150828.0,agosto,sexta-feira,0.472608371,58287.78,2657.847261,0.0,0.0
394.0,394.0,20150829.0,agosto,sabado,0.385612326,58287.78,269.53,0.0,0.0
395.0,395.0,20150830.0,agosto,domingo,0.495614966,58287.78,3434.838118,0.0,0.0
396.0,396.0,20150831.0,agosto,segunda-feira,0.391485976,58287.78,2122.636306,0.0,0.0
